id,language,sentence,tokenized_sentence,expression,category,indices
126,tr,Aracı çalıştırmak için önce biraz gaz vermelisin.,"['Aracı', 'çalıştırmak', 'için', 'önce', 'biraz', 'gaz', 'vermelisin', '.']",gaz vermek,literal,[-1]
127,tr,Ders sırasında öğrencilere gaz vermek yasaktır.,"['Ders', 'sırasında', 'öğrencilere', 'gaz', 'vermek', 'yasaktır', '.']",gaz vermek,literal,[-1]
128,tr,Ralli pilotu virajdan çıkarken ustaca gaz verdi.,"['Ralli', 'pilotu', 'virajdan', 'çıkarken', 'ustaca', 'gaz', 'verdi', '.']",gaz vermek,literal,[-1]
129,tr,Araba yokuşta kaldığında gaz vermek gerekir mi?,"['Araba', 'yokuşta', 'kaldığında', 'gaz', 'vermek', 'gerekir', 'mi', '?']",gaz vermek,literal,[-1]
130,tr,"Kalkış sırasında fazla gaz verme, motoru zorlarsın.","['Kalkış', 'sırasında', 'fazla', 'gaz', 'verme', ',', 'motoru', 'zorlarsın', '.']",gaz vermek,literal,[-1]
131,tr,Bisiklet motoruna yavaşça gaz verdim.,"['Bisiklet', 'motoruna', 'yavaşça', 'gaz', 'verdim', '.']",gaz vermek,literal,[-1]
132,tr,Gaz vermeden aracı hareket ettiremezsin.,"['Gaz', 'vermeden', 'aracı', 'hareket', 'ettiremezsin', '.']",gaz vermek,literal,[-1]
133,tr,Sinyal verdikten sonra hafifçe gaz verdik.,"['Sinyal', 'verdikten', 'sonra', 'hafifçe', 'gaz', 'verdik', '.']",gaz vermek,literal,[-1]
134,tr,Arabayı vitese taktığında gaz vermen gerekir.,"['Arabayı', 'vitese', 'taktığında', 'gaz', 'vermen', 'gerekir', '.']",gaz vermek,literal,[-1]
135,tr,Debriyajı bırakmadan önce gaz vermek önemli.,"['Debriyajı', 'bırakmadan', 'önce', 'gaz', 'vermek', 'önemli', '.']",gaz vermek,literal,[-1]
136,tr,"Eğitmen, kursiyere nasıl gaz verileceğini anlattı.","['Eğitmen', ',', 'kursiyere', 'nasıl', 'gaz', 'verileceğini', 'anlattı', '.']",gaz vermek,literal,[-1]
137,tr,Motorun sesi değişince biraz daha gaz verdik.,"['Motorun', 'sesi', 'değişince', 'biraz', 'daha', 'gaz', 'verdik', '.']",gaz vermek,literal,[-1]
138,tr,Araç yavaşladığında tekrar gaz ver.,"['Araç', 'yavaşladığında', 'tekrar', 'gaz', 'ver', '.']",gaz vermek,literal,[-1]
139,tr,Sürüş sırasında kontrollü gaz vermeyi unutma.,"['Sürüş', 'sırasında', 'kontrollü', 'gaz', 'vermeyi', 'unutma', '.']",gaz vermek,literal,[-1]
140,tr,Otobüs şoförü ani gaz verince yolcular sarsıldı.,"['Otobüs', 'şoförü', 'ani', 'gaz', 'verince', 'yolcular', 'sarsıldı', '.']",gaz vermek,literal,[-1]
141,tr,Ders kitabında gaz vermek kavramı detaylıca anlatılmış.,"['Ders', 'kitabında', 'gaz', 'vermek', 'kavramı', 'detaylıca', 'anlatılmış', '.']",gaz vermek,literal,[-1]
142,tr,Lütfen araç çalışırken gereksiz gaz verme.,"['Lütfen', 'araç', 'çalışırken', 'gereksiz', 'gaz', 'verme', '.']",gaz vermek,literal,[-1]
143,tr,Yolda kalınca gaz vermek işe yaramadı.,"['Yolda', 'kalınca', 'gaz', 'vermek', 'işe', 'yaramadı', '.']",gaz vermek,literal,[-1]
144,tr,Kamyon hareket etmeden önce bolca gaz verdi.,"['Kamyon', 'hareket', 'etmeden', 'önce', 'bolca', 'gaz', 'verdi', '.']",gaz vermek,literal,[-1]
145,tr,Sürüş eğitimi sırasında gaz vermek hakkında bilgi verildi.,"['Sürüş', 'eğitimi', 'sırasında', 'gaz', 'vermek', 'hakkında', 'bilgi', 'verildi', '.']",gaz vermek,literal,[-1]
146,tr,Soğuk havada motoru çalıştırırken gaz vermek faydalı olabilir.,"['Soğuk', 'havada', 'motoru', 'çalıştırırken', 'gaz', 'vermek', 'faydalı', 'olabilir', '.']",gaz vermek,literal,[-1]
147,tr,Aracın hızlanması için doğru zamanda gaz vermelisin.,"['Aracın', 'hızlanması', 'için', 'doğru', 'zamanda', 'gaz', 'vermelisin', '.']",gaz vermek,literal,[-1]
148,tr,Egzozdan duman çıkınca gaz vermek sorun yaratabilir.,"['Egzozdan', 'duman', 'çıkınca', 'gaz', 'vermek', 'sorun', 'yaratabilir', '.']",gaz vermek,literal,[-1]
149,tr,Trafikte gereksiz gaz vermek çevreye zararlıdır.,"['Trafikte', 'gereksiz', 'gaz', 'vermek', 'çevreye', 'zararlıdır', '.']",gaz vermek,literal,[-1]
150,tr,Vites değiştirirken gaz vermeyi unutursan araç sarsılır.,"['Vites', 'değiştirirken', 'gaz', 'vermeyi', 'unutursan', 'araç', 'sarsılır', '.']",gaz vermek,literal,[-1]
151,tr,Sınavda yanlışlıkla fazla gaz verdim ve motor bağırdı.,"['Sınavda', 'yanlışlıkla', 'fazla', 'gaz', 'verdim', 've', 'motor', 'bağırdı', '.']",gaz vermek,literal,[-1]
152,tr,Aracı harekete geçirmek için önce gaz vermek gerekiyor.,"['Aracı', 'harekete', 'geçirmek', 'için', 'önce', 'gaz', 'vermek', 'gerekiyor', '.']",gaz vermek,literal,[-1]
153,tr,Dik yokuşta arabanın stop etmemesi için gaz verdim.,"['Dik', 'yokuşta', 'arabanın', 'stop', 'etmemesi', 'için', 'gaz', 'verdim', '.']",gaz vermek,literal,[-1]
154,tr,Motoru çalıştırırken fazla gaz vermek zararlı olabilir.,"['Motoru', 'çalıştırırken', 'fazla', 'gaz', 'vermek', 'zararlı', 'olabilir', '.']",gaz vermek,literal,[-1]
155,tr,Lütfen aracı çalıştırırken gaz verme.,"['Lütfen', 'aracı', 'çalıştırırken', 'gaz', 'verme', '.']",gaz vermek,literal,[-1]
156,tr,"Sürüş eğitmeni, kalkışta nasıl gaz verileceğini anlattı.","['Sürüş', 'eğitmeni', ',', 'kalkışta', 'nasıl', 'gaz', 'verileceğini', 'anlattı', '.']",gaz vermek,literal,[-1]
157,tr,Gaz vermeden önce debriyajı bırakma.,"['Gaz', 'vermeden', 'önce', 'debriyajı', 'bırakma', '.']",gaz vermek,literal,[-1]
158,tr,Arabayı hızlandırmak için daha çok gaz verdiler.,"['Arabayı', 'hızlandırmak', 'için', 'daha', 'çok', 'gaz', 'verdiler', '.']",gaz vermek,literal,[-1]
159,tr,Aniden gaz verince motor sesi yükseldi.,"['Aniden', 'gaz', 'verince', 'motor', 'sesi', 'yükseldi', '.']",gaz vermek,literal,[-1]
160,tr,Durdurulan motora tekrar gaz verildi.,"['Durdurulan', 'motora', 'tekrar', 'gaz', 'verildi', '.']",gaz vermek,literal,[-1]
161,tr,Otobüs şoförü rampada gaz vermek zorunda kaldı.,"['Otobüs', 'şoförü', 'rampada', 'gaz', 'vermek', 'zorunda', 'kaldı', '.']",gaz vermek,literal,[-1]
162,tr,Gaz vermek için önce vitesi boşa al.,"['Gaz', 'vermek', 'için', 'önce', 'vitesi', 'boşa', 'al', '.']",gaz vermek,literal,[-1]
163,tr,Sınavda motora gereğinden fazla gaz verdin mi?,"['Sınavda', 'motora', 'gereğinden', 'fazla', 'gaz', 'verdin', 'mi', '?']",gaz vermek,literal,[-1]
164,tr,Gaz verince egzozdan siyah duman çıktı.,"['Gaz', 'verince', 'egzozdan', 'siyah', 'duman', 'çıktı', '.']",gaz vermek,literal,[-1]
165,tr,Kalkış anında yavaşça gaz vermelisin.,"['Kalkış', 'anında', 'yavaşça', 'gaz', 'vermelisin', '.']",gaz vermek,literal,[-1]
166,tr,"Sürücü, sollama yaparken bir anda gaz verdi.","['Sürücü', ',', 'sollama', 'yaparken', 'bir', 'anda', 'gaz', 'verdi', '.']",gaz vermek,literal,[-1]
167,tr,Motor bisikleti çalıştırmak için gaz verildi.,"['Motor', 'bisikleti', 'çalıştırmak', 'için', 'gaz', 'verildi', '.']",gaz vermek,literal,[-1]
168,tr,Tekneyi hızlandırmak için gaz vermek gerekir.,"['Tekneyi', 'hızlandırmak', 'için', 'gaz', 'vermek', 'gerekir', '.']",gaz vermek,literal,[-1]
169,tr,Aracın hareket etmesi için biraz gaz verir misin?,"['Aracın', 'hareket', 'etmesi', 'için', 'biraz', 'gaz', 'verir', 'misin', '?']",gaz vermek,literal,[-1]
170,tr,"Motora gereksiz yere gaz verme, yakıt harcarsın.","['Motora', 'gereksiz', 'yere', 'gaz', 'verme', ',', 'yakıt', 'harcarsın', '.']",gaz vermek,literal,[-1]
171,tr,Kalkışta önce debriyajı bırakıp sonra gaz ver.,"['Kalkışta', 'önce', 'debriyajı', 'bırakıp', 'sonra', 'gaz', 'ver', '.']",gaz vermek,literal,[-1]
172,tr,Araba yavaş gidince sürücü daha fazla gaz verdi.,"['Araba', 'yavaş', 'gidince', 'sürücü', 'daha', 'fazla', 'gaz', 'verdi', '.']",gaz vermek,literal,[-1]
173,tr,"Yokuş aşağı inerken gaz verme, frene bas.","['Yokuş', 'aşağı', 'inerken', 'gaz', 'verme', ',', 'frene', 'bas', '.']",gaz vermek,literal,[-1]
174,tr,"Sürücü, sollama için hızlanırken gaz verdi.","['Sürücü', ',', 'sollama', 'için', 'hızlanırken', 'gaz', 'verdi', '.']",gaz vermek,literal,[-1]
175,tr,Traktörü çalıştırınca hafifçe gaz verdiler.,"['Traktörü', 'çalıştırınca', 'hafifçe', 'gaz', 'verdiler', '.']",gaz vermek,literal,[-1]
176,tr,Spor arabada gaz vermek çok keyifliydi.,"['Spor', 'arabada', 'gaz', 'vermek', 'çok', 'keyifliydi', '.']",gaz vermek,literal,[-1]
177,tr,Motora fazla gaz verirsen boğulabilir.,"['Motora', 'fazla', 'gaz', 'verirsen', 'boğulabilir', '.']",gaz vermek,literal,[-1]
178,tr,Egzozun sesini duymak için birden gaz verdiler.,"['Egzozun', 'sesini', 'duymak', 'için', 'birden', 'gaz', 'verdiler', '.']",gaz vermek,literal,[-1]
179,tr,Yolda kalınca motora tekrar gaz verdik.,"['Yolda', 'kalınca', 'motora', 'tekrar', 'gaz', 'verdik', '.']",gaz vermek,literal,[-1]
180,tr,Motorun ısınması için bir süre gaz vermek gerekebilir.,"['Motorun', 'ısınması', 'için', 'bir', 'süre', 'gaz', 'vermek', 'gerekebilir', '.']",gaz vermek,literal,[-1]
181,tr,Kalkış anında fazla gaz vermek lastikleri kaydırabilir.,"['Kalkış', 'anında', 'fazla', 'gaz', 'vermek', 'lastikleri', 'kaydırabilir', '.']",gaz vermek,literal,[-1]
182,tr,Vites değiştirirken dikkatlice gaz vermelisin.,"['Vites', 'değiştirirken', 'dikkatlice', 'gaz', 'vermelisin', '.']",gaz vermek,literal,[-1]
183,tr,Aracı çalıştırmadan önce gaz vermek motorun kolayca çalışmasını sağlar.,"['Aracı', 'çalıştırmadan', 'önce', 'gaz', 'vermek', 'motorun', 'kolayca', 'çalışmasını', 'sağlar', '.']",gaz vermek,literal,[-1]
184,tr,"Yokuş çıkarken gaz vermek gerekiyor, yoksa araç geri kayıyor.","['Yokuş', 'çıkarken', 'gaz', 'vermek', 'gerekiyor', ',', 'yoksa', 'araç', 'geri', 'kayıyor', '.']",gaz vermek,literal,[-1]
185,tr,Sürüş testinde debriyajı bırakmadan hemen gaz verdin mi?,"['Sürüş', 'testinde', 'debriyajı', 'bırakmadan', 'hemen', 'gaz', 'verdin', 'mi', '?']",gaz vermek,literal,[-1]
186,tr,"Motoru ilk çalıştırdığında fazla gaz verme, yoksa boğulur.","['Motoru', 'ilk', 'çalıştırdığında', 'fazla', 'gaz', 'verme', ',', 'yoksa', 'boğulur', '.']",gaz vermek,literal,[-1]
187,tr,Araba stop etmesin diye hafifçe gaz verdim.,"['Araba', 'stop', 'etmesin', 'diye', 'hafifçe', 'gaz', 'verdim', '.']",gaz vermek,literal,[-1]
188,tr,Gaz vermeden rampada kalkış yapmak zordur.,"['Gaz', 'vermeden', 'rampada', 'kalkış', 'yapmak', 'zordur', '.']",gaz vermek,literal,[-1]
189,tr,Otobüs şoförü tam zamanında gaz verdi ve hareket etti.,"['Otobüs', 'şoförü', 'tam', 'zamanında', 'gaz', 'verdi', 've', 'hareket', 'etti', '.']",gaz vermek,literal,[-1]
190,tr,Kalkış anında gereğinden fazla gaz verirsen lastikler patinaj yapar.,"['Kalkış', 'anında', 'gereğinden', 'fazla', 'gaz', 'verirsen', 'lastikler', 'patinaj', 'yapar', '.']",gaz vermek,literal,[-1]
191,tr,Bisiklet motorunda gaz vermeyi yavaşça denemelisin.,"['Bisiklet', 'motorunda', 'gaz', 'vermeyi', 'yavaşça', 'denemelisin', '.']",gaz vermek,literal,[-1]
192,tr,"Motorsiklet rampada kalınca gaz verdiler, hemen toparladı.","['Motorsiklet', 'rampada', 'kalınca', 'gaz', 'verdiler', ',', 'hemen', 'toparladı', '.']",gaz vermek,literal,[-1]
193,tr,Sürüş esnasında aniden gaz vermek tehlikeli olabilir.,"['Sürüş', 'esnasında', 'aniden', 'gaz', 'vermek', 'tehlikeli', 'olabilir', '.']",gaz vermek,literal,[-1]
194,tr,"Sana demiştim, virajda gaz verme diye!","['Sana', 'demiştim', ',', 'virajda', 'gaz', 'verme', 'diye', '!']",gaz vermek,literal,[-1]
195,tr,"Sınavda öğrenciye gaz verme, arabada gaz ver.","['Sınavda', 'öğrenciye', 'gaz', 'verme', ',', 'arabada', 'gaz', 'ver', '.']",gaz vermek,literal,[-1]
196,tr,Traktörü çalıştırırken gaz verdikten sonra debriyajı bırak.,"['Traktörü', 'çalıştırırken', 'gaz', 'verdikten', 'sonra', 'debriyajı', 'bırak', '.']",gaz vermek,literal,[-1]
197,tr,Trafik ışığında yeşil yanınca hemen gaz vermemelisin.,"['Trafik', 'ışığında', 'yeşil', 'yanınca', 'hemen', 'gaz', 'vermemelisin', '.']",gaz vermek,literal,[-1]
198,tr,Küçük çocuk oyuncak arabasına gaz verdi ve hızlandı.,"['Küçük', 'çocuk', 'oyuncak', 'arabasına', 'gaz', 'verdi', 've', 'hızlandı', '.']",gaz vermek,literal,[-1]
199,tr,Araba sürerken gazı dikkatli vermek gerekir.,"['Araba', 'sürerken', 'gazı', 'dikkatli', 'vermek', 'gerekir', '.']",gaz vermek,literal,[-1]
200,tr,Yarış başlarken pilotlar aynı anda gaz verdiler.,"['Yarış', 'başlarken', 'pilotlar', 'aynı', 'anda', 'gaz', 'verdiler', '.']",gaz vermek,literal,[-1]
201,tr,Gaz vermeden önce freni bırakman lazım.,"['Gaz', 'vermeden', 'önce', 'freni', 'bırakman', 'lazım', '.']",gaz vermek,literal,[-1]
202,tr,"Ders anlatırken gaz vermek gerekmez, ama sürüşte gerekir.","['Ders', 'anlatırken', 'gaz', 'vermek', 'gerekmez', ',', 'ama', 'sürüşte', 'gerekir', '.']",gaz vermek,literal,[-1]
203,tr,Kışın motoru çalıştırırken hafifçe gaz vermelisin.,"['Kışın', 'motoru', 'çalıştırırken', 'hafifçe', 'gaz', 'vermelisin', '.']",gaz vermek,literal,[-1]
204,tr,Yeni başlayanlar genellikle gereksiz yere gaz veriyor.,"['Yeni', 'başlayanlar', 'genellikle', 'gereksiz', 'yere', 'gaz', 'veriyor', '.']",gaz vermek,literal,[-1]
205,tr,Vitesi değiştirdikten sonra gaz vermeyi unutma.,"['Vitesi', 'değiştirdikten', 'sonra', 'gaz', 'vermeyi', 'unutma', '.']",gaz vermek,literal,[-1]
206,tr,Gaz vermek ve fren yapmak arasındaki dengeyi kurmalısın.,"['Gaz', 'vermek', 've', 'fren', 'yapmak', 'arasındaki', 'dengeyi', 'kurmalısın', '.']",gaz vermek,literal,[-1]
207,tr,"Sürüş eğitmeni, gaz verirken debriyajı yavaş bırak dedi.","['Sürüş', 'eğitmeni', ',', 'gaz', 'verirken', 'debriyajı', 'yavaş', 'bırak', 'dedi', '.']",gaz vermek,literal,[-1]
208,tr,Araç stop ettiğinde tekrar gaz vererek çalıştırdım.,"['Araç', 'stop', 'ettiğinde', 'tekrar', 'gaz', 'vererek', 'çalıştırdım', '.']",gaz vermek,literal,[-1]
209,tr,"Gaz pedalına fazla basıp gaz verme, yakıtı boşa harcarsın.","['Gaz', 'pedalına', 'fazla', 'basıp', 'gaz', 'verme', ',', 'yakıtı', 'boşa', 'harcarsın', '.']",gaz vermek,literal,[-1]
210,tr,Sürüş simülatöründe gaz vermek çok hassas bir ayar gerektiriyor.,"['Sürüş', 'simülatöründe', 'gaz', 'vermek', 'çok', 'hassas', 'bir', 'ayar', 'gerektiriyor', '.']",gaz vermek,literal,[-1]
211,tr,Kamyon rampada zorlanınca biraz daha gaz verdi.,"['Kamyon', 'rampada', 'zorlanınca', 'biraz', 'daha', 'gaz', 'verdi', '.']",gaz vermek,literal,[-1]
212,tr,Gaz vermek için önce vitesi uygun konuma almalısın.,"['Gaz', 'vermek', 'için', 'önce', 'vitesi', 'uygun', 'konuma', 'almalısın', '.']",gaz vermek,literal,[-1]
213,tr,Dizel motorlarda sabah ilk çalışmada hafif gaz vermek önerilir.,"['Dizel', 'motorlarda', 'sabah', 'ilk', 'çalışmada', 'hafif', 'gaz', 'vermek', 'önerilir', '.']",gaz vermek,literal,[-1]
214,tr,Gaz vermeyi zamanında yapmazsan araç sarsılır.,"['Gaz', 'vermeyi', 'zamanında', 'yapmazsan', 'araç', 'sarsılır', '.']",gaz vermek,literal,[-1]
215,tr,Araba durduğu yerden kalkmadı çünkü kimse gaz vermedi.,"['Araba', 'durduğu', 'yerden', 'kalkmadı', 'çünkü', 'kimse', 'gaz', 'vermedi', '.']",gaz vermek,literal,[-1]
216,tr,Motoru çalıştırdıktan sonra gaz vermek gerekir.,"['Motoru', 'çalıştırdıktan', 'sonra', 'gaz', 'vermek', 'gerekir', '.']",gaz vermek,literal,[-1]
217,tr,"Eğitmen, sürücülerden yavaşça gaz vermelerini istedi.","['Eğitmen', ',', 'sürücülerden', 'yavaşça', 'gaz', 'vermelerini', 'istedi', '.']",gaz vermek,literal,[-1]
218,tr,Gaz vermeden aracı hareket ettiremezsin.,"['Gaz', 'vermeden', 'aracı', 'hareket', 'ettiremezsin', '.']",gaz vermek,literal,[-1]
219,tr,"Lütfen önce debriyaja bas, sonra gaz ver.","['Lütfen', 'önce', 'debriyaja', 'bas', ',', 'sonra', 'gaz', 'ver', '.']",gaz vermek,literal,[-1]
220,tr,Yanlışlıkla fazla gaz verdim ve araba aniden fırladı.,"['Yanlışlıkla', 'fazla', 'gaz', 'verdim', 've', 'araba', 'aniden', 'fırladı', '.']",gaz vermek,literal,[-1]
221,tr,Kamyon yokuşta gaz vermeyince stop etti.,"['Kamyon', 'yokuşta', 'gaz', 'vermeyince', 'stop', 'etti', '.']",gaz vermek,literal,[-1]
222,tr,"Sen gaz ver, ben direksiyonu tutarım.","['Sen', 'gaz', 'ver', ',', 'ben', 'direksiyonu', 'tutarım', '.']",gaz vermek,literal,[-1]
223,tr,"Ders sırasında eğitmen, öğrencilere gaz vermeyi öğretti.","['Ders', 'sırasında', 'eğitmen', ',', 'öğrencilere', 'gaz', 'vermeyi', 'öğretti', '.']",gaz vermek,literal,[-1]
224,tr,Gaz vermeyi unuttuğu için motosiklet çalışmadı.,"['Gaz', 'vermeyi', 'unuttuğu', 'için', 'motosiklet', 'çalışmadı', '.']",gaz vermek,literal,[-1]
225,tr,Aracı yavaşça kaldırmak için hafif gaz vermek gerekir.,"['Aracı', 'yavaşça', 'kaldırmak', 'için', 'hafif', 'gaz', 'vermek', 'gerekir', '.']",gaz vermek,literal,[-1]
226,tr,Hatalı gaz verme sonucu motor sarsıldı.,"['Hatalı', 'gaz', 'verme', 'sonucu', 'motor', 'sarsıldı', '.']",gaz vermek,literal,[-1]
227,tr,Sürüş sırasında ani gaz vermek tehlikeli olabilir.,"['Sürüş', 'sırasında', 'ani', 'gaz', 'vermek', 'tehlikeli', 'olabilir', '.']",gaz vermek,literal,[-1]
228,tr,Trafikte dur-kalk yaparken doğru gaz vermek önemlidir.,"['Trafikte', 'dur-kalk', 'yaparken', 'doğru', 'gaz', 'vermek', 'önemlidir', '.']",gaz vermek,literal,[-1]
229,tr,Yokuş çıkarken yeterince gaz vermezsen araba stop eder.,"['Yokuş', 'çıkarken', 'yeterince', 'gaz', 'vermezsen', 'araba', 'stop', 'eder', '.']",gaz vermek,literal,[-1]
230,tr,Motor sporlarında doğru zamanda gaz vermek yarışın kaderini belirler.,"['Motor', 'sporlarında', 'doğru', 'zamanda', 'gaz', 'vermek', 'yarışın', 'kaderini', 'belirler', '.']",gaz vermek,literal,[-1]
231,tr,"Kalkış anında gereğinden fazla gaz verme, lastikler patinaj yapar.","['Kalkış', 'anında', 'gereğinden', 'fazla', 'gaz', 'verme', ',', 'lastikler', 'patinaj', 'yapar', '.']",gaz vermek,literal,[-1]
232,tr,"Şoför, rampada aracı kaldırmak için hafifçe gaz verdi.","['Şoför', ',', 'rampada', 'aracı', 'kaldırmak', 'için', 'hafifçe', 'gaz', 'verdi', '.']",gaz vermek,literal,[-1]
233,tr,Deneme sürüşünde sürekli gaz vermek motora zarar verebilir.,"['Deneme', 'sürüşünde', 'sürekli', 'gaz', 'vermek', 'motora', 'zarar', 'verebilir', '.']",gaz vermek,literal,[-1]
234,tr,"Aracı park ederken gaz verme, sadece fren kullan.","['Aracı', 'park', 'ederken', 'gaz', 'verme', ',', 'sadece', 'fren', 'kullan', '.']",gaz vermek,literal,[-1]
235,tr,Ralli pilotları virajdan çıkarken ustaca gaz veriyor.,"['Ralli', 'pilotları', 'virajdan', 'çıkarken', 'ustaca', 'gaz', 'veriyor', '.']",gaz vermek,literal,[-1]
236,tr,Egzozdan ses gelince gaz vermekten vazgeçtim.,"['Egzozdan', 'ses', 'gelince', 'gaz', 'vermekten', 'vazgeçtim', '.']",gaz vermek,literal,[-1]
237,tr,Uzun süre düşük devirde gaz vermek motora iyi gelmez.,"['Uzun', 'süre', 'düşük', 'devirde', 'gaz', 'vermek', 'motora', 'iyi', 'gelmez', '.']",gaz vermek,literal,[-1]
238,tr,Sürüş eğitimi sırasında gaz vermeye dikkat et.,"['Sürüş', 'eğitimi', 'sırasında', 'gaz', 'vermeye', 'dikkat', 'et', '.']",gaz vermek,literal,[-1]
239,tr,Gaz vermek için doğru zamanı beklemelisin.,"['Gaz', 'vermek', 'için', 'doğru', 'zamanı', 'beklemelisin', '.']",gaz vermek,literal,[-1]
240,tr,Aracın performansını görmek için tam gaz verdiler.,"['Aracın', 'performansını', 'görmek', 'için', 'tam', 'gaz', 'verdiler', '.']",gaz vermek,literal,[-1]
241,tr,"O mahallede kimin göbeğini kesmişlerse, herkes onu tanıyor.","['O', 'mahallede', 'kimin', 'göbeğini', 'kesmişlerse', ',', 'herkes', 'onu', 'tanıyor', '.']",göbeğini kesmek,idiomatic,"[3, 4]"
242,tr,Bu şehirde göbeğini kestiğim insanlar çoktur.,"['Bu', 'şehirde', 'göbeğini', 'kestiğim', 'insanlar', 'çoktur', '.']",göbeğini kesmek,idiomatic,"[2, 3]"
243,tr,Daha göbeğini kesmediğim biriyle iş yapmam.,"['Daha', 'göbeğini', 'kesmediğim', 'biriyle', 'iş', 'yapmam', '.']",göbeğini kesmek,idiomatic,"[1, 2]"
244,tr,Göbeğini kestiğimiz kişilerle ortaklık kurmak kolaydır.,"['Göbeğini', 'kestiğimiz', 'kişilerle', 'ortaklık', 'kurmak', 'kolaydır', '.']",göbeğini kesmek,idiomatic,"[0, 1]"
245,tr,Senin göbeğini kesenler bu kasabada hâlâ yaşıyor mu?,"['Senin', 'göbeğini', 'kesenler', 'bu', 'kasabada', 'hâlâ', 'yaşıyor', 'mu', '?']",göbeğini kesmek,idiomatic,"[1, 2]"
246,tr,Göbeğini kestikleriyle arası hep iyidir.,"['Göbeğini', 'kestikleriyle', 'arası', 'hep', 'iyidir', '.']",göbeğini kesmek,idiomatic,"[0, 1]"
247,tr,Onun göbeğini kim kesti acaba?,"['Onun', 'göbeğini', 'kim', 'kesti', 'acaba', '?']",göbeğini kesmek,idiomatic,"[1, 3]"
248,tr,Göbeğini kestiğimizden beri birbirimizi hiç bırakmadık.,"['Göbeğini', 'kestiğimizden', 'beri', 'birbirimizi', 'hiç', 'bırakmadık', '.']",göbeğini kesmek,idiomatic,"[0, 1]"
249,tr,Göbeğini kestiğim kişilerle samimiyetim başkadır.,"['Göbeğini', 'kestiğim', 'kişilerle', 'samimiyetim', 'başkadır', '.']",göbeğini kesmek,idiomatic,"[0, 1]"
250,tr,Burada göbeğini kesmediğim kimse yok.,"['Burada', 'göbeğini', 'kesmediğim', 'kimse', 'yok', '.']",göbeğini kesmek,idiomatic,"[1, 2]"
251,tr,Göbeğini kesmediğin insanı tanıdığını sanma.,"['Göbeğini', 'kesmediğin', 'insanı', 'tanıdığını', 'sanma', '.']",göbeğini kesmek,idiomatic,"[0, 1]"
252,tr,Her buluşmada göbeğini kestiklerinden söz eder.,"['Her', 'buluşmada', 'göbeğini', 'kestiklerinden', 'söz', 'eder', '.']",göbeğini kesmek,idiomatic,"[2, 3]"
253,tr,Göbeğini kesen biriyle karşılaşırsan selam söyle.,"['Göbeğini', 'kesen', 'biriyle', 'karşılaşırsan', 'selam', 'söyle', '.']",göbeğini kesmek,idiomatic,"[0, 1]"
254,tr,Göbeğini kestiği insanları hemen tanır.,"['Göbeğini', 'kestiği', 'insanları', 'hemen', 'tanır', '.']",göbeğini kesmek,idiomatic,"[0, 1]"
255,tr,Göbeğini kestiğimiz kimselerle bağımız kopmaz.,"['Göbeğini', 'kestiğimiz', 'kimselerle', 'bağımız', 'kopmaz', '.']",göbeğini kesmek,idiomatic,"[0, 1]"
256,tr,Göbeğini kesmeden dost oldum sanma.,"['Göbeğini', 'kesmeden', 'dost', 'oldum', 'sanma', '.']",göbeğini kesmek,idiomatic,"[0, 1]"
257,tr,Aramızda göbeğini kesmediğim yoktur.,"['Aramızda', 'göbeğini', 'kesmediğim', 'yoktur', '.']",göbeğini kesmek,idiomatic,"[1, 2]"
258,tr,Toplantıda göbeğini kestiğim kişilerle daha rahat konuştum.,"['Toplantıda', 'göbeğini', 'kestiğim', 'kişilerle', 'daha', 'rahat', 'konuştum', '.']",göbeğini kesmek,idiomatic,"[1, 2]"
